champion_name,tier,win_ratio,ban_ratio,pick_ratio,annie,olaf,galio,twistedfate,xinzhao,urgot,leblanc,vladimir,fiddlesticks,kayle,masteryi,alistar,ryze,sion,sivir,soraka,teemo,tristana,warwick,nunu,missfortune,ashe,tryndamere,jax,morgana,zilean,singed,evelynn,twitch,karthus,chogath,amumu,rammus,anivia,shaco,drmundo,sona,kassadin,irelia,janna,gangplank,corki,karma,taric,veigar,trundle,swain,caitlyn,blitzcrank,malphite,katarina,nocturne,maokai,renekton,jarvaniv,elise,orianna,monkeyking,brand,leesin,vayne,rumble,cassiopeia,skarner,heimerdinger,nasus,nidalee,udyr,poppy,gragas,pantheon,ezreal,mordekaiser,yorick,akali,kennen,garen,leona,malzahar,talon,riven,kogmaw,shen,lux,xerath,shyvana,ahri,graves,fizz,volibear,rengar,varus,nautilus,viktor,sejuani,fiora,ziggs,lulu,draven,hecarim,khazix,darius,jayce,lissandra,diana,quinn,syndra,aurelionsol,kayn,zoe,zyra,kaisa,seraphine,gnar,zac,yasuo,velkoz,taliyah,akshan,camille,braum,jhin,kindred,jinx,tahmkench,viego,senna,lucian,zed,kled,ekko,qiyana,vi,aatrox,nami,azir,yuumi,samira,thresh,illaoi,ksante,ivern,kalista,bard,rakan,xayah,ornn,sylas,rell,neeko,aphelios,pyke,sett,vex,yone,gwen,lillia,hwei,briar,naafiri,milio,nilah,belveth,renata,zeri
elise,4 Tier,0.48979999999999996,0.0070999999999999995,0.0147,-1.0,-1.0,-1.0,-1.0,46.84,-1.0,-1.0,-1.0,-1.0,-1.0,51.46,-1.0,-1.0,-1.0,-1.0,-1.0,50.63,-1.0,44.51,48.84,-1.0,-1.0,-1.0,49.19,-1.0,-1.0,-1.0,54.62,-1.0,-1.0,-1.0,49.41,49.25,-1.0,40.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.03,56.76,-1.0,42.42,-1.0,-1.0,-1.0,48.28,49.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.32,44.83,-1.0,60.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.1,-1.0,-1.0,51.46,-1.0,-1.0,-1.0,62.79,-1.0,-1.0,-1.0,-1.0,52.27,48.49,-1.0,-1.0,-1.0,42.62,-1.0,-1.0,-1.0,48.31,-1.0,-1.0,-1.0,-1.0,-1.0,57.83,-1.0,-1.0,54.55,-1.0,-1.0,-1.0,-1.0,53.23,-1.0,-1.0,49.78,-1.0,-1.0,-1.0,-1.0,51.3,-1.0,44.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.74,-1.0,45.45,-1.0,-1.0,-1.0,54.02,-1.0,-1.0
monkeyking,5 Tier,0.49090000000000006,0.0015,0.0126,-1.0,-1.0,-1.0,-1.0,52.89,-1.0,-1.0,-1.0,54.67,-1.0,49.25,-1.0,-1.0,-1.0,-1.0,-1.0,31.43,-1.0,46.67,58.06,-1.0,-1.0,-1.0,47.78,-1.0,-1.0,-1.0,44.09,-1.0,57.5,-1.0,-1.0,42.11,-1.0,51.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.35,-1.0,-1.0,47.1,-1.0,-1.0,-1.0,43.29,51.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.1,-1.0,50.19,-1.0,-1.0,54.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.86,47.31,-1.0,-1.0,-1.0,44.0,-1.0,-1.0,-1.0,52.1,-1.0,-1.0,-1.0,-1.0,-1.0,48.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.03,-1.0,-1.0,-1.0,-1.0,44.58,-1.0,47.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.84,-1.0,48.76,-1.0,-1.0,-1.0,52.46,-1.0,-1.0
brand,2 Tier,0.5183,0.053899999999999997,0.0558,-1.0,-1.0,-1.0,-1.0,52.94,-1.0,-1.0,-1.0,53.08,-1.0,49.47,-1.0,-1.0,-1.0,-1.0,-1.0,45.6,-1.0,51.05,51.62,-1.0,-1.0,-1.0,51.21,-1.0,-1.0,-1.0,49.51,-1.0,52.3,-1.0,53.2,55.12,-1.0,49.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.41,48.08,-1.0,54.83,50.33,-1.0,56.13,-1.0,53.7,-1.0,51.27,-1.0,-1.0,-1.0,-1.0,53.64,51.35,55.76,56.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.15,-1.0,-1.0,-1.0,-1.0,-1.0,54.67,-1.0,51.27,-1.0,-1.0,53.7,-1.0,-1.0,-1.0,55.34,-1.0,-1.0,-1.0,-1.0,58.82,52.39,-1.0,-1.0,-1.0,47.14,-1.0,-1.0,-1.0,51.09,-1.0,-1.0,-1.0,-1.0,-1.0,53.23,-1.0,-1.0,54.46,-1.0,-1.0,-1.0,-1.0,56.53,-1.0,-1.0,48.79,-1.0,-1.0,52.85,-1.0,50.03,-1.0,51.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.68,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.47,-1.0,51.76,-1.0,-1.0,-1.0,51.23,-1.0,-1.0
leesin,2 Tier,0.4892,0.1056,0.1128,-1.0,-1.0,-1.0,-1.0,47.9,-1.0,-1.0,-1.0,50.38,-1.0,48.25,-1.0,-1.0,-1.0,-1.0,-1.0,44.68,-1.0,46.96,51.36,-1.0,-1.0,-1.0,45.31,-1.0,-1.0,-1.0,49.48,-1.0,53.01,-1.0,52.64,48.0,-1.0,48.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.18,-1.0,-1.0,-1.0,-1.0,-1.0,46.41,47.26,-1.0,50.72,50.57,-1.0,47.93,46.02,-1.0,-1.0,48.83,-1.0,-1.0,-1.0,-1.0,52.91,52.72,50.0,54.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.51,-1.0,-1.0,-1.0,-1.0,-1.0,51.78,-1.0,48.33,-1.0,52.85,52.27,-1.0,-1.0,-1.0,47.75,-1.0,-1.0,-1.0,-1.0,51.57,50.33,-1.0,-1.0,-1.0,49.36,-1.0,-1.0,-1.0,47.55,-1.0,-1.0,-1.0,-1.0,-1.0,48.53,-1.0,-1.0,48.37,-1.0,-1.0,-1.0,-1.0,51.64,-1.0,-1.0,49.4,-1.0,-1.0,50.21,-1.0,49.27,-1.0,47.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.6,45.41,-1.0,-1.0,-1.0,-1.0,-1.0,56.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.34,-1.0,46.43,-1.0,-1.0,-1.0,47.62,-1.0,-1.0
rumble,5 Tier,0.4879,0.0032,0.0054,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.2,-1.0,-1.0,-1.0,-1.0,-1.0,48.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.97,52.78,-1.0,50.88,-1.0,-1.0,-1.0,47.98,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.94,54.05,41.18,54.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.14,-1.0,-1.0,38.64,-1.0,-1.0,-1.0,-1.0,45.26,-1.0,52.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
nidalee,5 Tier,0.45039999999999997,0.0058,0.0151,-1.0,-1.0,-1.0,-1.0,43.31,-1.0,-1.0,-1.0,41.33,-1.0,46.36,-1.0,-1.0,-1.0,-1.0,-1.0,37.5,-1.0,43.7,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.54,-1.0,46.34,-1.0,44.62,46.05,-1.0,42.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.93,-1.0,-1.0,-1.0,-1.0,-1.0,42.29,-1.0,-1.0,46.67,38.98,-1.0,-1.0,46.97,47.32,-1.0,44.12,-1.0,-1.0,-1.0,-1.0,-1.0,34.85,-1.0,33.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.7,-1.0,-1.0,43.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.47,48.97,-1.0,-1.0,-1.0,48.3,-1.0,-1.0,-1.0,45.28,-1.0,-1.0,-1.0,-1.0,-1.0,38.35,-1.0,-1.0,51.11,-1.0,-1.0,-1.0,-1.0,59.38,-1.0,-1.0,45.27,-1.0,-1.0,-1.0,-1.0,48.67,-1.0,39.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.51,-1.0,39.06,-1.0,-1.0,-1.0,43.0,-1.0,-1.0
udyr,4 Tier,0.5,0.0096,0.022799999999999997,-1.0,-1.0,-1.0,-1.0,47.62,-1.0,-1.0,-1.0,45.77,-1.0,46.92,-1.0,-1.0,-1.0,-1.0,-1.0,43.4,-1.0,50.46,45.8,-1.0,-1.0,-1.0,46.5,-1.0,-1.0,-1.0,51.21,-1.0,-1.0,-1.0,60.47,38.78,-1.0,52.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.32,47.31,-1.0,47.37,61.4,-1.0,46.67,47.67,48.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.95,-1.0,-1.0,-1.0,-1.0,-1.0,43.33,-1.0,50.72,-1.0,-1.0,54.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.01,-1.0,-1.0,-1.0,51.33,-1.0,-1.0,-1.0,52.83,-1.0,-1.0,-1.0,-1.0,-1.0,47.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.61,-1.0,-1.0,47.71,-1.0,-1.0,-1.0,-1.0,51.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.18,-1.0,48.56,-1.0,-1.0,-1.0,46.4,-1.0,-1.0
poppy,4 Tier,0.4926,0.0078000000000000005,0.0168,-1.0,-1.0,-1.0,-1.0,51.55,-1.0,-1.0,-1.0,42.42,-1.0,43.56,-1.0,-1.0,-1.0,-1.0,-1.0,47.46,-1.0,51.72,42.11,-1.0,-1.0,-1.0,46.89,-1.0,-1.0,-1.0,55.0,-1.0,47.54,-1.0,53.85,47.62,-1.0,46.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.81,-1.0,-1.0,-1.0,-1.0,-1.0,48.12,59.02,-1.0,48.86,-1.0,-1.0,51.92,44.14,51.38,-1.0,57.58,-1.0,-1.0,-1.0,-1.0,-1.0,48.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.93,-1.0,-1.0,-1.0,-1.0,-1.0,56.82,-1.0,49.28,-1.0,-1.0,51.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.28,45.03,-1.0,-1.0,-1.0,51.46,-1.0,-1.0,-1.0,52.77,-1.0,-1.0,-1.0,-1.0,-1.0,54.12,-1.0,-1.0,40.0,-1.0,-1.0,-1.0,-1.0,56.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.43,-1.0,49.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.55,-1.0,50.25,-1.0,-1.0,-1.0,66.67,-1.0,-1.0
gragas,5 Tier,0.4622,0.004,0.0199,-1.0,-1.0,-1.0,-1.0,44.72,-1.0,-1.0,-1.0,41.25,-1.0,44.72,-1.0,-1.0,-1.0,-1.0,-1.0,48.94,-1.0,42.37,56.82,-1.0,-1.0,-1.0,40.99,-1.0,-1.0,-1.0,44.67,-1.0,-1.0,-1.0,49.53,46.25,-1.0,44.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.55,42.42,-1.0,39.66,44.23,-1.0,-1.0,42.06,46.74,-1.0,45.71,-1.0,-1.0,-1.0,-1.0,46.67,-1.0,45.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.13,-1.0,-1.0,-1.0,-1.0,-1.0,50.79,-1.0,46.71,-1.0,-1.0,43.44,-1.0,-1.0,-1.0,51.33,-1.0,-1.0,-1.0,-1.0,44.0,40.9,-1.0,-1.0,-1.0,45.1,-1.0,-1.0,-1.0,44.51,-1.0,-1.0,-1.0,-1.0,-1.0,46.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.77,-1.0,-1.0,44.24,-1.0,-1.0,37.14,-1.0,48.92,-1.0,54.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.47,-1.0,44.69,-1.0,-1.0,-1.0,34.48,-1.0,-1.0
talon,5 Tier,0.4849,0.0052,0.0128,-1.0,-1.0,-1.0,-1.0,44.42,-1.0,-1.0,-1.0,56.92,-1.0,43.61,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,-1.0,-1.0,52.38,-1.0,-1.0,-1.0,44.44,-1.0,-1.0,-1.0,51.64,-1.0,56.34,-1.0,52.68,58.02,-1.0,53.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.44,-1.0,-1.0,-1.0,-1.0,-1.0,46.48,-1.0,-1.0,48.78,51.85,-1.0,-1.0,44.29,49.33,-1.0,48.78,-1.0,-1.0,-1.0,-1.0,55.56,55.56,-1.0,57.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.18,-1.0,-1.0,51.9,-1.0,-1.0,-1.0,57.63,-1.0,-1.0,-1.0,-1.0,-1.0,51.06,-1.0,-1.0,-1.0,44.55,-1.0,-1.0,-1.0,50.76,-1.0,-1.0,-1.0,-1.0,-1.0,53.68,-1.0,-1.0,51.28,-1.0,-1.0,-1.0,-1.0,59.26,-1.0,-1.0,48.19,-1.0,-1.0,-1.0,-1.0,54.87,-1.0,45.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.07,-1.0,47.58,-1.0,-1.0,-1.0,54.05,-1.0,-1.0
shyvana,4 Tier,0.4939,0.004,0.022099999999999998,-1.0,-1.0,-1.0,-1.0,54.24,-1.0,-1.0,-1.0,57.32,-1.0,47.44,-1.0,-1.0,-1.0,-1.0,-1.0,46.55,-1.0,48.34,52.94,-1.0,-1.0,-1.0,47.98,-1.0,-1.0,-1.0,48.64,-1.0,-1.0,-1.0,50.83,-1.0,-1.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.82,-1.0,-1.0,52.54,-1.0,-1.0,44.19,43.79,50.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.83,-1.0,54.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.44,-1.0,63.89,55.74,-1.0,-1.0,-1.0,44.44,-1.0,-1.0,-1.0,-1.0,46.88,52.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.77,-1.0,-1.0,-1.0,-1.0,-1.0,50.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.78,-1.0,44.57,-1.0,-1.0,-1.0,43.94,-1.0,-1.0
graves,2 Tier,0.5033,0.0731,0.0839,-1.0,-1.0,-1.0,-1.0,50.14,-1.0,-1.0,-1.0,46.31,-1.0,48.3,-1.0,-1.0,-1.0,-1.0,-1.0,45.64,-1.0,51.19,54.82,-1.0,-1.0,-1.0,44.51,-1.0,-1.0,-1.0,47.76,-1.0,58.33,-1.0,53.04,45.19,-1.0,52.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.32,-1.0,-1.0,-1.0,-1.0,-1.0,49.14,53.74,-1.0,52.01,50.58,-1.0,48.35,48.7,51.71,-1.0,48.0,-1.0,-1.0,-1.0,-1.0,51.35,49.4,50.85,52.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.38,-1.0,-1.0,-1.0,-1.0,-1.0,53.67,-1.0,-1.0,-1.0,57.47,50.04,-1.0,-1.0,-1.0,53.28,-1.0,-1.0,-1.0,-1.0,52.61,50.29,-1.0,-1.0,-1.0,49.44,-1.0,-1.0,-1.0,51.88,-1.0,-1.0,-1.0,-1.0,-1.0,52.61,-1.0,-1.0,51.08,-1.0,-1.0,-1.0,-1.0,50.84,-1.0,-1.0,49.69,-1.0,-1.0,45.65,-1.0,50.1,-1.0,48.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.68,43.36,-1.0,-1.0,-1.0,-1.0,-1.0,59.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.08,-1.0,48.4,-1.0,-1.0,-1.0,46.73,-1.0,-1.0
volibear,5 Tier,0.474,0.0022,0.0066,-1.0,-1.0,-1.0,-1.0,55.24,-1.0,-1.0,-1.0,-1.0,-1.0,43.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.11,45.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.24,-1.0,-1.0,41.94,-1.0,-1.0,-1.0,48.89,46.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.35,-1.0,39.66,-1.0,-1.0,38.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.82,-1.0,-1.0,-1.0,-1.0,39.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.6,-1.0,42.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
rengar,4 Tier,0.4778,0.0557,0.0528,-1.0,-1.0,-1.0,-1.0,44.35,-1.0,-1.0,-1.0,47.06,-1.0,46.07,-1.0,-1.0,-1.0,-1.0,-1.0,44.4,-1.0,44.88,49.01,-1.0,-1.0,-1.0,41.48,-1.0,-1.0,-1.0,49.48,-1.0,54.34,-1.0,45.37,44.16,-1.0,49.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.95,-1.0,-1.0,-1.0,-1.0,-1.0,44.92,42.55,-1.0,50.0,54.35,-1.0,45.81,45.95,48.27,-1.0,51.76,-1.0,-1.0,-1.0,-1.0,61.62,42.92,47.56,56.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.83,-1.0,46.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.86,-1.0,-1.0,-1.0,-1.0,45.73,50.74,-1.0,-1.0,-1.0,48.08,-1.0,-1.0,-1.0,48.68,-1.0,-1.0,-1.0,-1.0,-1.0,47.28,-1.0,-1.0,49.56,-1.0,-1.0,-1.0,-1.0,48.88,-1.0,-1.0,48.16,-1.0,-1.0,61.9,-1.0,49.82,-1.0,44.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.15,-1.0,43.26,-1.0,-1.0,-1.0,35.35,-1.0,-1.0
sejuani,5 Tier,0.47659999999999997,0.0024,0.020099999999999996,-1.0,-1.0,-1.0,-1.0,50.95,-1.0,-1.0,-1.0,52.29,-1.0,47.83,-1.0,-1.0,-1.0,-1.0,-1.0,45.28,-1.0,47.57,41.46,-1.0,-1.0,-1.0,44.33,-1.0,-1.0,-1.0,45.93,-1.0,-1.0,-1.0,45.6,48.05,-1.0,44.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.79,-1.0,-1.0,-1.0,-1.0,-1.0,48.89,53.06,-1.0,44.66,38.1,-1.0,-1.0,47.19,51.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.33,-1.0,-1.0,-1.0,-1.0,-1.0,54.29,-1.0,48.14,-1.0,-1.0,60.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.44,45.22,-1.0,-1.0,-1.0,49.87,-1.0,-1.0,-1.0,45.54,-1.0,-1.0,-1.0,-1.0,-1.0,46.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.2,-1.0,-1.0,43.43,-1.0,-1.0,-1.0,-1.0,49.77,-1.0,47.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.81,-1.0,53.48,-1.0,-1.0,-1.0,41.1,-1.0,-1.0
hecarim,4 Tier,0.4752,0.023,0.0333,-1.0,-1.0,-1.0,-1.0,46.68,-1.0,-1.0,-1.0,45.93,-1.0,45.19,-1.0,-1.0,-1.0,-1.0,-1.0,47.06,-1.0,45.31,40.74,-1.0,-1.0,-1.0,46.67,-1.0,-1.0,-1.0,43.11,-1.0,60.56,-1.0,47.86,56.76,-1.0,48.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.63,-1.0,-1.0,-1.0,-1.0,-1.0,45.13,37.65,-1.0,44.85,45.88,-1.0,57.45,43.94,48.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.26,48.35,48.18,58.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.54,-1.0,-1.0,-1.0,-1.0,-1.0,48.39,-1.0,48.6,-1.0,-1.0,54.37,-1.0,-1.0,-1.0,47.37,-1.0,-1.0,-1.0,-1.0,-1.0,45.18,-1.0,-1.0,-1.0,51.22,-1.0,-1.0,-1.0,49.62,-1.0,-1.0,-1.0,-1.0,-1.0,45.1,-1.0,-1.0,44.9,-1.0,-1.0,-1.0,-1.0,50.68,-1.0,-1.0,44.59,-1.0,-1.0,-1.0,-1.0,46.85,-1.0,45.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.38,-1.0,47.49,-1.0,-1.0,-1.0,43.36,-1.0,-1.0
