player,champion,mastery,total_games_played,win_rate,kda_ratio,average_gold_per_minute,average_cs_per_minute
"Player(name='Sznajder', tag='1702')",vi,2686,2,0.5,1.7059,403.4,5.3
"Player(name='davidox09', tag='EUNE')",qiyana,1179,1,1.0,0.6,280.4,3.8
"Player(name='HolyKushi', tag='EUNE')",vayne,1015264,23,0.478,2.85,406.2,6.7
"Player(name='TEEMO', tag='ha%20ha')",xerath,18676,2,0.5,4.5455,372.8,2.3
"Player(name='Woker', tag='EUNE')",gwen,1426,4,0.25,1.7619,376.8,6.2
"Player(name='JKG%20Pietja', tag='EUNE')",khazix,357174,11,0.727,3.8,522.7,6.7
"Player(name='Juha%20Bach', tag='EUNE')",twistedfate,23802,2,0.0,0.8571,357.4,6.0
"Player(name='Krisu%20BMW', tag='EUNE')",missfortune,53787,13,0.462,2.1609,437.6,5.4
"Player(name='matimi', tag='EUNE')",karma,18421,1,0.0,0.8333,244.5,1.8
"Player(name='AOEBellinge', tag='EUNE')",riven,432785,5,0.8,5.6154,478.4,8.0
"Player(name='SOFIAWEST99', tag='1999')",xinzhao,16832,4,1.0,2.7547,394.3,5.7
"Player(name='Sherix', tag='69420')",yasuo,84641,1,1.0,2.0,397.6,6.0
"Player(name='Metu%20Tevas', tag='EUNE')",jhin,438720,1,1.0,12.0,500.8,5.8
"Player(name='Gutz', tag='EUNE')",xerath,78163,2,1.0,8.5,477.2,5.1
"Player(name='user92147842141', tag='9448')",jax,37423,5,0.6,2.6,413.3,6.6
"Player(name='luki9XK3', tag='EUNE')",xinzhao,32571,12,0.5,2.2727,426.0,6.5
"Player(name='reformed%20lanak', tag='1337')",vladimir,63716,7,0.5710000000000001,2.5088,400.1,6.2
"Player(name='Peripoliko', tag='EUNE')",jhin,509343,8,0.375,3.2653,463.2,6.7
"Player(name='WO0CASH', tag='EUNE')",thresh,61360,31,0.71,2.8871,300.9,1.2
"Player(name='Juha%20Bach', tag='EUNE')",trundle,39832,10,0.5,1.5102,418.6,7.4
"Player(name='zizoMID', tag='EUNE')",lillia,44058,41,0.6829999999999999,2.3382,406.8,5.6
"Player(name='yonezisK2', tag='1337')",yone,17061,24,0.625,2.6724,468.9,7.6
"Player(name='Barrog', tag='EUNE')",ziggs,118662,19,0.632,3.0556,439.8,6.4
"Player(name='SuXoR', tag='EUNE')",shaco,609854,41,0.537,3.1296,322.4,1.4
"Player(name='grandmalover', tag='EUNE')",akali,286333,9,0.556,2.8814,449.2,5.8
"Player(name='B%20L%20O%20U%20V%20E%20X%20', tag='EUNE')",nocturne,22220,6,0.5,3.3333,453.1,6.6
"Player(name='Cp%C5%A4666', tag='EUNE')",fizz,3454,1,0.0,1.6667,325.6,5.8
"Player(name='Double%20It', tag='EUNE')",lucian,502076,7,0.7140000000000001,2.0822,475.7,7.9
"Player(name='Juha%20Bach', tag='EUNE')",nami,36542,4,0.5,2.6,291.1,1.0
"Player(name='ToplaneExpress', tag='2399')",kled,40802,1,1.0,1.6667,399.9,6.0
"Player(name='Time%20Bandit%20', tag='EUNE')",jax,45937,1,1.0,2.0,455.7,8.1
"Player(name='Karnex', tag='EUNE')",kassadin,152510,44,0.5,2.303,465.4,6.6
"Player(name='srupa', tag='EUNE')",varus,59449,5,0.8,2.7037,445.3,6.4
"Player(name='Who%20Fed%20Irelia', tag='ggez')",xerath,32044,3,1.0,3.2075,403.0,1.7
"Player(name='WAZZAPPPPPPPPPP', tag='EUNE')",garen,176439,30,0.5329999999999999,2.0,441.9,7.5
"Player(name='Sylwuwunio', tag='EUNE')",graves,7664,2,0.5,5.25,530.2,8.6
"Player(name='Fat%20Kamerson', tag='EUNE')",kassadin,144745,17,0.706,3.5238,452.3,6.8
"Player(name='i%20go%20int%20haha', tag='EUNE')",draven,60764,20,0.7,1.7711,490.9,6.2
"Player(name='Blvcksvd', tag='EUNE')",janna,165950,3,0.33299999999999996,2.127,259.4,0.8
"Player(name='Jazzu', tag='1337')",vayne,542672,6,0.5,1.8679,385.9,6.0
"Player(name='Temaja', tag='EUNE')",brand,12029,3,0.667,3.3857,405.2,5.1
"Player(name='SkuLL%20Gam000', tag='EUNE')",lissandra,264287,8,0.5,2.25,346.2,5.6
"Player(name='Double%20It', tag='EUNE')",lucian,502076,7,0.7140000000000001,2.0822,475.7,7.9
"Player(name='Juha%20Bach', tag='EUNE')",braum,36671,1,1.0,8.0,337.6,1.3
"Player(name='MalphitePlayer', tag='6969')",jax,17054,22,0.591,1.6765,413.3,6.4
"Player(name='OnlyJunglerNew', tag='5075')",warwick,38058,57,0.579,3.0727,432.1,6.3
"Player(name='kosterek', tag='2115')",galio,10658,2,1.0,4.0909,555.8,6.2
"Player(name='Endrjuu', tag='6666')",vayne,85722,25,0.56,2.3286,462.8,6.3
"Player(name='Carney', tag='EUNE')",xerath,43924,4,0.5,2.8,333.2,2.2
"Player(name='Roca', tag='EUNE')",udyr,36102,5,0.4,1.5455,440.5,7.4
"Player(name='Darmen354', tag='EUNE')",viego,31239,31,0.613,2.95,434.7,6.3
"Player(name='Spider%20beast', tag='EUNE')",zoe,354615,1,0.0,2.5,415.6,6.1
"Player(name='Double%20It', tag='EUNE')",tristana,630702,13,0.5379999999999999,2.5156,499.0,7.6
"Player(name='Juha%20Bach', tag='EUNE')",leona,151357,7,0.429,2.4531,283.7,1.1
"Player(name='Damd0m', tag='EUNE')",ornn,33908,45,0.511,1.9828,384.5,6.5
"Player(name='Weso%C5%82yle%C5%9Bnik', tag='4200')",ivern,91939,26,0.731,5.122,361.9,4.7
"Player(name='Venethae1', tag='EUNE')",katarina,10006,10,0.6,2.5189,518.9,5.2
"Player(name='ARCTURO', tag='EUNE')",lucian,203228,2,1.0,10.1667,626.6,8.7
"Player(name='Juha%20Bach', tag='EUNE')",nami,36542,4,0.5,2.6,291.1,1.0
"Player(name='BorkoKng', tag='Udyr')",leblanc,16204,2,0.0,1.0,343.8,5.9
"Player(name='Ustiellarikar', tag='EUNE')",diana,12690,9,0.556,3.386,533.2,7.8
"Player(name='Zmazutago', tag='EUNE')",sylas,3102,1,0.0,1.0833,333.5,4.2
"Player(name='Wichurson', tag='9718')",samira,49098,7,0.429,1.5421,459.9,6.1
"Player(name='gidarhs', tag='EUNE')",nautilus,12060,1,0.0,1.5,317.8,1.8
"Player(name='dzagodic', tag='6996')",camille,340570,9,0.667,2.4167,486.3,6.7
"Player(name='Velk%C3%A9%20%C4%8Celo', tag='whoa1')",nunu,35316,14,0.429,2.3125,399.2,5.2
"Player(name='bimson', tag='EUNE')",vex,72902,2,0.0,1.2667,386.0,6.0
"Player(name='Double%20It', tag='EUNE')",tristana,630702,13,0.5379999999999999,2.5156,499.0,7.6
"Player(name='Juha%20Bach', tag='EUNE')",blitzcrank,62159,1,0.0,0.7,249.4,1.6
"Player(name='ZDAREC', tag='%C4%8CAUEC')",rumble,55099,1,1.0,2.25,433.6,5.9
"Player(name='chaos', tag='kris')",briar,15159,3,0.667,3.8095,553.4,6.9
"Player(name='0xi%20Vitez', tag='EUNE')",qiyana,833316,38,0.579,2.3293,458.3,5.6
"Player(name='Fishu', tag='ktsne')",kaisa,191124,7,0.28600000000000003,2.2192,454.0,6.9
"Player(name='Gendoric', tag='EUNE')",alistar,1669,1,1.0,26.0,380.7,1.3
"Player(name='OGWSB%20Ni3bi3sKii', tag='EUNE')",jax,22880,2,0.5,1.5882,407.4,5.4
"Player(name='Lord%20Therion', tag='EUNE')",poppy,1052,1,1.0,7.0,376.5,6.7
"Player(name='FRATRIAcoa', tag='EUNE')",diana,1135471,3,0.667,2.746,427.8,6.1
"Player(name='Cip1', tag='Cip1')",kaisa,578515,42,0.405,2.6897,443.8,6.8
"Player(name='nut%20drip', tag='yum')",maokai,13962,16,0.625,3.0,356.7,3.7
"Player(name='Juha%20Bach', tag='EUNE')",shen,43544,1,0.0,1.375,256.1,3.8
"Player(name='Double%20It', tag='EUNE')",masteryi,11837,2,0.5,2.6667,448.2,7.2
"Player(name='Laza%20Masni', tag='EUNE')",fizz,96744,9,0.33299999999999996,2.2361,450.6,6.4
"Player(name='Janek%20Rube%C5%A1', tag='EUNE')",missfortune,170316,17,0.47100000000000003,3.1176,472.0,7.2
"Player(name='Karra', tag='EUNE')",morgana,44642,1,0.0,2.3333,268.0,1.6
"Player(name='HiMyNameIs', tag='2137')",gangplank,244563,5,0.6,1.7647,473.8,7.2
"Player(name='SKT%20T1%20kkOma', tag='EUNE')",rengar,60837,48,0.667,3.3621,513.5,6.8
"Player(name='Bus%C3%ADu', tag='EUNE')",vex,35359,2,0.5,2.4706,476.6,5.8
"Player(name='%E6%8E%88%E4%BA%BA%E4%BB%A5%E9%B1%BC%E4%B8%8D%E5%A6%82%E6%8E%88%E4%BA%BA%E4%BB%A5%E6%B8%94', tag='11611')",draven,368146,52,0.5,2.3538,513.7,7.2
"Player(name='rezm%C3%A9', tag='sage')",soraka,130103,11,0.727,3.4286,278.9,1.0
"Player(name='althol', tag='EUNE')",yorick,160833,21,0.47600000000000003,1.7391,417.3,7.3
"Player(name='Juha%20Bach', tag='EUNE')",khazix,4327,1,1.0,1.5,425.6,6.1
"Player(name='SteRRuM', tag='2115')",fizz,25267,1,1.0,6.0,676.2,8.2
"Player(name='Double%20It', tag='EUNE')",lucian,502076,7,0.7140000000000001,2.0822,475.7,7.9
"Player(name='lieta', tag='EUNE')",nami,48921,17,0.588,3.6724,309.4,1.1
"Player(name='M%C3%B5le', tag='EUNE')",trundle,7553,1,0.0,0.9,327.0,5.4
"Player(name='P%CE%B1n%20Miko%C5%82aj', tag='EUNE')",graves,24290,1,0.0,1.7778,482.3,5.9
"Player(name='OPK%20TrzymajFason', tag='EUNE')",hwei,5385,9,0.556,2.75,410.7,7.2
"Player(name='Mid%20Fek%C3%A1l%20', tag='EUNE')",jinx,140655,6,0.5,3.0,449.6,7.1
"Player(name='el%20czapito', tag='EUNE')",neeko,15051,1,0.0,4.5,302.2,1.6
"Player(name='Bardi', tag='HAJ')",swain,296672,8,0.625,2.7143,364.4,4.6
"Player(name='Kynnarais', tag='001')",hecarim,4054,4,1.0,4.72,529.8,8.7
"Player(name='Yayami%20Omate', tag='low9')",talon,28836,3,0.667,2.5873,516.9,7.5
"Player(name='Flidan', tag='EUNE')",caitlyn,3364612,26,0.5,1.6875,433.2,6.5
"Player(name='F1ST', tag='ZPW')",ashe,81496,2,0.5,2.0714,301.7,1.2
"Player(name='Tofi', tag='love')",ksante,6366,1,1.0,5.0,425.1,7.2
"Player(name='Kynnarais', tag='001')",hecarim,4054,4,1.0,4.72,529.8,8.7
"Player(name='TAI%20LUNG2', tag='EUNE')",vladimir,10760,4,0.75,2.814,404.3,6.9
"Player(name='SwagenWagen', tag='EUNE')",zeri,26847,5,0.6,3.5789,425.6,6.8
"Player(name='We%20met%20on%20LoL', tag='EUNE')",zyra,1625896,69,0.594,1.9326,341.7,1.9
"Player(name='G%CE%9E%CE%9DGAR', tag='EUNE')",singed,27342,7,0.429,1.7526,429.4,6.6
"Player(name='CUC', tag='2808')",diana,65836,2,0.0,1.3,441.2,5.7
"Player(name='Borek4200', tag='EUNE')",veigar,24982,2,0.5,4.5,437.3,7.0
"Player(name='ELOIFIGHTER', tag='0302')",yasuo,379,1,0.0,1.0,402.7,6.3
"Player(name='Dyfix', tag='9779')",thresh,112315,1,0.0,1.8571,297.7,1.1
"Player(name='MALICK%20%E3%82%B9%E3%82%AB%E3%83%BC%E8%97%A9%E4%B8%BB', tag='6969')",jax,8119,1,0.0,0.8,319.8,4.7
"Player(name='%CE%B5%D0%BA%D0%BA%CF%83', tag='777')",ekko,391361,122,0.5820000000000001,2.619,431.2,5.1
"Player(name='Maciassss', tag='EUNE')",galio,74044,7,0.5710000000000001,2.439,367.8,6.5
"Player(name='zazu9999', tag='0622')",ezreal,136969,6,0.5,2.2192,459.3,7.0
"Player(name='LuxuriousChest', tag='EUNE')",senna,74456,1,0.0,1.0,322.6,1.2
"Player(name='Time%20To%20Die', tag='1009')",karma,13825,12,0.5,1.88,340.7,5.1
"Player(name='Kynnarais', tag='001')",hecarim,4054,4,1.0,4.72,529.8,8.7
"Player(name='zhinoo', tag='EUNE')",vex,15202,7,0.857,4.3243,456.8,7.2
"Player(name='P%C3%A4r%C3%A4noi%C3%A4', tag='EUNE')",nilah,3746,4,0.5,2.3425,429.5,5.3
"Player(name='788165983564586', tag='FMI')",blitzcrank,2071,2,1.0,4.1667,384.0,1.0
"Player(name='Archduke%20Roven', tag='Roven')",karma,4449,2,1.0,25.0,409.4,6.1
"Player(name='Kynnarais', tag='001')",hecarim,4054,4,1.0,4.72,529.8,8.7
"Player(name='MRbolbol', tag='billy')",akshan,55085,6,0.667,3.0952,474.5,5.8
"Player(name='Lange', tag='1547')",swain,402332,25,0.6,2.8636,392.7,5.4
"Player(name='BRATME%C3%89', tag='EUNE')",ashe,10260,1,1.0,9.5,376.0,2.0
"Player(name='cassio%20e%20pepe', tag='EUNE')",kayle,1143878,34,0.588,2.3455,445.2,8.0
"Player(name='El%20Padre%20Davidez', tag='EUNE')",jax,30010,1,0.0,0.7778,366.2,5.4
"Player(name='Dasshu', tag='EUNE')",yasuo,693457,37,0.541,1.5455,394.1,6.2
"Player(name='LuciferMss', tag='2002')",jhin,107083,1,0.0,0.7778,343.1,6.5
"Player(name='BrkoslavSevern%C3%AD', tag='EUNE')",xerath,570,1,0.0,0.8571,274.5,1.3
"Player(name='DT%20Dante', tag='EUNE')",riven,1019967,65,0.5539999999999999,2.0149,460.2,7.3
"Player(name='kedarr441', tag='EUNE')",kayn,85019,1,0.0,0.4444,320.8,4.9
"Player(name='%CE%9Extas1', tag='EUNE')",orianna,23314,1,0.0,1.0,296.3,5.4
"Player(name='kemosabe%20eune55', tag='EUNE')",lucian,34751,4,0.5,2.137,413.5,5.8
"Player(name='Bill%20Oakley', tag='EUNE')",pyke,7943,2,0.0,1.9091,322.3,1.3
"Player(name='Dr%20Gnaciak', tag='EUNE')",sion,120357,3,0.667,2.14,374.6,6.8
"Player(name='Kynnarais', tag='001')",lillia,3973,4,1.0,6.0909,505.4,8.4
"Player(name='WhisperWhack', tag='EUNE')",katarina,541636,3,1.0,4.7273,409.7,5.2
"Player(name='BERSERKER', tag='YAN')",vayne,15036,1,1.0,6.0,445.2,6.2
"Player(name='Balin%20of%20Moria', tag='BALI')",rakan,193573,14,0.7140000000000001,4.5909,288.1,1.1
"Player(name='L%CE%B1mborJhin%C3%AD', tag='EUNE')",tryndamere,15119,1,1.0,2.3333,515.6,7.5
"Player(name='Kynnarais', tag='001')",viego,1067,1,1.0,3.3333,562.0,8.4
"Player(name='Beyo', tag='EUNE')",ziggs,155023,22,0.682,3.0227,386.9,6.6
"Player(name='DyZiunio', tag='6969')",ezreal,78312,2,0.5,1.5,412.5,6.0
"Player(name='ROG%20Nazlaprzemo', tag='EUNE')",leona,4616,1,1.0,2.3636,359.3,1.1
"Player(name='pokyasek123', tag='EUNE')",yone,77725,2,0.0,0.5909,332.9,5.4
"Player(name='popperklopper', tag='EUNE')",lillia,5315,5,0.4,4.3636,410.3,6.2
"Player(name='Endrju%20Gryczka', tag='EUNE')",sylas,26404,4,0.5,2.0885,437.7,5.0
"Player(name='Kekseriits', tag='EUNE')",missfortune,583959,14,0.5,2.013,459.2,6.0
"Player(name='MonTaren', tag='EUNE')",karma,154244,3,0.33299999999999996,3.3962,332.7,4.3
"Player(name='DEMON%20KILLER', tag='EUNE')",garen,51358,6,0.5,2.5526,454.4,7.5
"Player(name='Zvirolek', tag='1454')",xinzhao,1828,1,0.0,0.9286,386.8,5.7
"Player(name='chovi', tag='2709')",akshan,149756,3,0.667,2.5397,453.5,5.9
"Player(name='Cypkowsky', tag='EUNE')",varus,2423,4,0.25,1.7143,387.0,6.8
"Player(name='Jagoede', tag='1428')",morgana,486325,16,0.43799999999999994,2.9167,309.6,1.3
"Player(name='iMikruss', tag='EUNE')",tahmkench,81694,10,0.9,2.9841,400.3,4.6
"Player(name='Kynnarais', tag='001')",lillia,3973,4,1.0,6.0909,505.4,8.4
"Player(name='Wasabi', tag='akali')",qiyana,34700,7,0.429,1.9206,390.5,6.3
"Player(name='misiek1414', tag='EUNE')",missfortune,40290,1,1.0,4.2,541.9,7.0
"Player(name='Karol%20Zanetti', tag='1312')",thresh,215646,2,1.0,3.8571,319.7,1.1
"Player(name='TESTO%203NJOYER', tag='EUNE')",darius,44955,2,0.0,3.125,393.8,6.9
"Player(name='Kynnarais', tag='001')",graves,1131,2,0.5,4.7778,528.9,8.9
"Player(name='Briar', tag='8311')",twistedfate,3759,2,0.0,1.0,414.6,6.4
"Player(name='McBunny', tag='4444')",xayah,36905,2,0.5,2.0769,372.5,7.2
"Player(name='TheChainWardenR', tag='EUNE')",soraka,26726,9,0.778,4.5682,279.5,1.0
"Player(name='dauidbaramskii', tag='123')",renekton,531421,30,0.6,1.7568,448.1,7.2
"Player(name='Wieslaw%20Baryla', tag='SOS')",nocturne,4790,6,0.667,3.1846,482.4,6.9
"Player(name='Wcypikster', tag='EUNE')",vladimir,25917,1,1.0,1.4167,357.5,5.7
"Player(name='Faodin', tag='EUNE')",seraphine,75714,25,0.52,2.5469,418.6,7.1
"Player(name='Style%20of%20Spirit', tag='EUNE')",bard,436726,20,0.6,4.0,303.8,1.1
"Player(name='G%CE%91MW%20TO%20BNB', tag='EUNE')",olaf,29380,5,0.8,2.1026,589.1,7.7
"Player(name='Kynnarais', tag='001')",nocturne,713,1,1.0,2.5,490.9,7.7
"Player(name='1HAVEC4NC3R', tag='EUNE')",ekko,69373,1,1.0,2.0,389.0,5.6
"Player(name='Tsik1s', tag='jgdif')",jhin,161450,7,0.7140000000000001,3.9545,448.4,7.5
"Player(name='SoKeRiKoS%20Kun', tag='EUNE')",leona,10415,7,0.7140000000000001,3.3889,295.7,1.2
"Player(name='Ryuen', tag='9766')",sylas,48615,1,0.0,0.4286,250.2,2.8
"Player(name='consyd', tag='KILLA')",nunu,5322,1,0.0,0.8333,347.9,5.3
"Player(name='SheBelongsToMe', tag='TOXIC')",kennen,21871,30,0.667,2.9259,447.4,6.2
"Player(name='wymiataczoski', tag='EUNE')",twistedfate,31053,4,0.75,1.9125,383.5,5.7
"Player(name='Adaameeq', tag='WEEB')",nautilus,99894,30,0.5670000000000001,2.6727,284.7,1.3
"Player(name='PiB%20ZELOssss', tag='EUNE')",irelia,67718,8,0.25,1.3333,357.3,6.5
"Player(name='kanczy', tag='EUNE')",zac,22875,1,0.0,2.0,295.3,4.8
"Player(name='Mazrigos', tag='EUNE')",caitlyn,42976,3,0.33299999999999996,3.5094,466.7,6.5
"Player(name='FoqaTheKing', tag='EUNE')",yasuo,42612,1,0.0,2.1429,524.7,6.8
"Player(name='FelRobHans', tag='EUNE')",sona,13198,1,0.0,2.2857,301.0,0.5
"Player(name='Patryninho', tag='EUNE')",darius,4997,2,0.5,1.7333,517.3,7.3
"Player(name='Kynnarais', tag='001')",lillia,3973,4,1.0,6.0909,505.4,8.4
"Player(name='The%20Pyke%20Son2', tag='4200')",vex,7865,1,1.0,5.3333,416.4,5.8
"Player(name='Aphanossss', tag='EUNE1')",ezreal,61098,27,0.63,2.7206,448.2,6.2
"Player(name='Ma%C5%A5u%C5%A1ka', tag='666')",seraphine,120730,1,1.0,2.5,291.0,2.0
"Player(name='kopernik', tag='EUNE')",gwen,3143,1,0.0,0.6667,342.0,6.7
"Player(name='Notoxicboi', tag='EUNE')",diana,18016,5,0.4,1.08,394.4,5.8
"Player(name='WolFer0n', tag='EUNE')",zed,317173,26,0.423,1.5156,364.3,5.8
"Player(name='y%C3%BCng%20h%C3%B8miszczur', tag='EUNE')",samira,16557,1,0.0,0.5556,305.9,5.8
"Player(name='lEANDOER', tag='LEAN1')",bard,55598,2,0.0,0.9231,266.3,1.9
"Player(name='krzychu350', tag='EUNE')",mordekaiser,25655,7,0.5710000000000001,1.8393,387.9,6.5
"Player(name='Kynnarais', tag='001')",graves,1131,2,0.5,4.7778,528.9,8.9
"Player(name='Hide%20on%20bush', tag='44324')",fiora,2334,1,0.0,0.5556,346.3,5.8
"Player(name='Cielc%20', tag='EUNE')",zac,63690,3,0.33299999999999996,2.1778,359.5,4.9
"Player(name='Kw%C3%ADatek', tag='EUNE')",zed,509666,21,0.5710000000000001,2.3636,447.1,5.8
"Player(name='caloffduti', tag='EUNE')",ezreal,64939,3,0.33299999999999996,1.0959,360.7,6.0
"Player(name='JHINIGER1', tag='WPF')",brand,163,1,0.0,1.7143,335.6,0.8
"Player(name='krzychu350', tag='EUNE')",mordekaiser,25655,7,0.5710000000000001,1.8393,387.9,6.5
"Player(name='Kynnarais', tag='001')",lillia,3973,4,1.0,6.0909,505.4,8.4
"Player(name='Jabutlye', tag='EUNE')",akali,2412,4,0.5,3.0714,464.0,5.3
"Player(name='neretrin', tag='EUNE')",warwick,34899,21,0.5710000000000001,1.8488,434.9,5.7
"Player(name='Pryscila', tag='EUNE')",malzahar,154521,16,0.625,4.7949,452.1,7.6
"Player(name='Hi%20Im%20Krzy%C5%9B', tag='1SHOT')",vayne,71237,48,0.521,2.1286,402.1,5.7
"Player(name='zsensation1', tag='EUNE')",janna,47829,1,0.0,3.6667,256.2,1.1
"Player(name='Sir%20Jack%20Hill', tag='EUNE')",rumble,12011,13,0.462,1.7158,471.3,6.7
"Player(name='aprpy', tag='EUNE')",khazix,16929,1,1.0,7.0,533.1,5.8
"Player(name='z6z6z6z6z6z6z6', tag='UwU')",kayle,86972,98,0.5820000000000001,2.1045,484.5,8.3
"Player(name='happyhamster13', tag='ADC')",varus,46168,15,0.6,2.5135,424.0,5.8
"Player(name='kubaok', tag='EUNE')",lulu,141652,3,0.33299999999999996,3.973,282.5,0.6
"Player(name='Jabutlye', tag='EUNE')",quinn,1099,1,1.0,4.0,568.3,6.4
"Player(name='DwarfsSpecialist', tag='EUNE')",brand,40768,16,0.313,2.2817,425.3,6.5
"Player(name='FantQT', tag='garou')",talon,34761,2,1.0,2.2222,414.5,5.7
"Player(name='BGT%20MissClick', tag='EUNE')",draven,12777,4,0.75,2.5,425.3,5.9
"Player(name='BGT%20Multistrike', tag='EUNE')",alistar,5178,1,1.0,6.8,311.7,0.7
"Player(name='1vs9YiClappedYou', tag='EUNE')",aatrox,99004,5,0.2,1.3333,362.3,5.7
"Player(name='Mc%C5%A0lafruk', tag='EUNE')",trundle,4341,1,0.0,1.8889,441.9,5.7
"Player(name='Hubris', tag='EUNES')",azir,527487,42,0.619,2.3333,456.2,7.5
"Player(name='wicked', tag='M780')",missfortune,245826,24,0.708,2.1728,452.9,5.9
"Player(name='S%20O%20J%20M', tag='EUNE')",rell,354,2,0.0,1.2083,275.0,1.1
"Player(name='TONYSYROS', tag='EUNE')",aatrox,16196,11,0.545,2.7959,460.5,7.2
"Player(name='Aryan%20Boy', tag='EUNE')",teemo,26093,6,0.667,2.0429,426.3,6.9
"Player(name='jungleDiifff', tag='EUNE')",zed,626604,5,0.6,2.3659,440.2,5.0
"Player(name='Jabutlye', tag='EUNE')",twitch,10661,12,0.583,4.2917,505.3,6.3
"Player(name='lulu%20onlyfans', tag='EUNE')",lux,654495,13,0.846,3.2353,345.6,1.4
"Player(name='Bryan%20Cranston', tag='METH')",fiora,7933,1,0.0,1.0,321.7,5.6
"Player(name='El%20Padre%20Davidez', tag='EUNE')",rengar,43049,5,0.4,1.5,404.9,6.4
"Player(name='Dasshu', tag='EUNE')",twistedfate,235468,58,0.534,1.7412,419.2,5.5
"Player(name='Dr%20Triplelift', tag='EUNE')",missfortune,95040,10,0.8,2.2299,496.0,6.1
"Player(name='qupai', tag='666')",shaco,21902,16,0.43799999999999994,2.0,376.1,2.0
"Player(name='name%20532', tag='EUNE')",gwen,22525,9,0.556,2.0725,495.9,7.7
"Player(name='LAST%20BREATH1', tag='4444')",viego,27988,2,0.0,1.7692,427.3,6.0
"Player(name='Reck%CE%99ess', tag='1111')",cassiopeia,214725,36,0.722,3.9167,442.6,6.5
"Player(name='Jabutlye', tag='EUNE')",twitch,10661,12,0.583,4.2917,505.3,6.3
"Player(name='IRL%20De%C3%A3thBlade', tag='EUNE')",leona,203707,6,0.5,3.66,310.9,1.0
"Player(name='McDonalds%20v1', tag='EUNE')",vayne,242037,28,0.5710000000000001,2.6957,408.0,6.4
"Player(name='Indestructible', tag='Migg')",ekko,171223,1,1.0,2.5,501.8,6.1
"Player(name='Brat%20Sigma', tag='DDW')",corki,197570,12,0.667,2.125,522.6,8.6
"Player(name='sl2003', tag='EUNE')",trundle,20352,1,1.0,3.8,707.8,7.5
"Player(name='Loui%20Biton', tag='2233')",nami,711,1,1.0,3.6667,326.2,1.2
"Player(name='x%20Noob%20destroyer', tag='EUNE')",riven,56273,27,0.556,2.2885,420.0,6.9
"Player(name='Alfatrone', tag='EUNE')",rengar,90916,2,0.5,1.0667,327.0,5.0
"Player(name='RIonut', tag='RIC')",malzahar,683733,26,0.5770000000000001,2.8298,455.4,8.5
"Player(name='Jabutlye', tag='EUNE')",twitch,10661,12,0.583,4.2917,505.3,6.3
"Player(name='clone', tag='333')",bard,19859,18,0.778,4.0741,336.0,1.1
"Player(name='M%20ZZ', tag='EUNE')",fiora,548013,11,0.364,1.25,367.4,5.3
"Player(name='VICIOUS%20BEAST%20', tag='EUNE')",zed,299121,41,0.7070000000000001,3.5179,465.2,6.6
"Player(name='BeeGeo', tag='EUNE')",ahri,67524,2,1.0,3.9231,462.4,5.9
"Player(name='trashinshin', tag='EUNE')",jhin,169925,15,0.733,3.5217,454.9,6.8
"Player(name='Jovana%20Jeremi%C4%87', tag='EUNE')",xerath,27780,7,1.0,6.05,338.5,1.2
"Player(name='BreadHarry', tag='8729')",darius,59799,4,0.75,2.4545,430.2,6.5
"Player(name='Beyonddeath', tag='EUNE')",jax,1219,1,0.0,0.3333,325.6,4.4
"Player(name='zzero', tag='00001')",kassadin,226044,47,0.596,1.8205,429.1,6.6
"Player(name='Juggernaut', tag='Sad')",caitlyn,127861,2,0.0,1.25,379.0,6.2
"Player(name='TheRealMessi', tag='EUNE')",pyke,18034,1,0.0,0.6667,284.7,0.5
"Player(name='Acarnn', tag='1337')",aatrox,333002,15,0.6,3.45,449.4,6.9
"Player(name='skullixas', tag='EUNE')",elise,237473,25,0.68,4.35,463.5,6.0
"Player(name='BronzePlayer69', tag='EUNE')",tristana,18734,1,1.0,2.6667,558.4,8.7
"Player(name='Jabutlye', tag='EUNE')",twitch,10661,12,0.583,4.2917,505.3,6.3
"Player(name='clone', tag='333')",bard,19859,18,0.778,4.0741,336.0,1.1
"Player(name='Guvi', tag='EUNE')",olaf,35259,2,0.5,5.4286,521.8,7.8
"Player(name='Salomon', tag='EUNE')",trundle,70705,1,1.0,2.7143,472.4,6.3
"Player(name='The%20Mighty%20NovA', tag='6128')",xerath,41809,3,0.667,2.0635,387.7,5.1
"Player(name='Jabutlye', tag='EUNE')",twitch,10661,12,0.583,4.2917,505.3,6.3
"Player(name='First%20Zoe', tag='EUNE')",brand,58135,16,0.5,1.6711,336.9,1.6
"Player(name='Sherl%CE%BFck%20Holmes', tag='EUNE')",gangplank,169084,14,0.5,2.0375,475.6,6.9
"Player(name='Sergei%20Barracuda', tag='SERGI')",shaco,51605,30,0.633,2.8375,448.0,5.8
"Player(name='spine123', tag='EUNE')",tristana,87935,8,0.625,2.6122,507.7,8.1
"Player(name='Androzinho', tag='999')",ziggs,213565,10,0.4,2.4898,427.9,7.5
"Player(name='Derpy', tag='EUNE')",thresh,579046,4,0.5,2.7206,310.1,1.2
"Player(name='Hendryczek', tag='EUNE')",ornn,25464,4,1.0,6.9,398.7,7.1
"Player(name='Akeyx', tag='0445')",brand,22803,1,1.0,1.8571,396.5,4.4
