player,champion,mastery,total_games_played,win_rate,kda_ratio,average_gold_per_minute,average_cs_per_minute
"Player(name='HUMONGUS%20SMOK', tag='EUNE')",viego,103715,19,0.684,2.137,450.6,6.4
"Player(name='waggwan', tag='EUNE')",annie,27762,1,1.0,1.6667,393.7,5.8
"Player(name='StaryGandalfa%20', tag='EUNE')",caitlyn,119965,9,0.556,1.8313,437.9,6.6
"Player(name='Sylvaen', tag='EUNE')",tahmkench,73921,12,0.5,2.4217,390.5,1.8
"Player(name='Berzerker', tag='EUNE')",darius,1301323,26,0.308,1.4925,424.1,7.2
"Player(name='Temeri%C5%A1onac', tag='EUNE')",garen,35758,1,1.0,2.0,441.9,7.5
"Player(name='Prosioczek', tag='3003')",vex,134668,7,0.5710000000000001,1.7723,445.8,5.7
"Player(name='Risen%20Dead', tag='EUNE')",samira,123061,4,0.75,2.3793,457.2,6.4
"Player(name='Sf4nks', tag='EUNE')",nami,57909,18,0.556,4.2128,311.3,1.0
"Player(name='AcodinMaster420', tag='EUNE')",mordekaiser,107242,3,0.33299999999999996,3.45,491.0,7.1
"Player(name='goth%20g%C4%B1rl%20l0ver', tag='EUNE')",rengar,16051,5,0.4,2.3235,456.9,6.4
"Player(name='DreVoxPompa', tag='EUNE')",kassadin,460889,29,0.517,2.3333,436.0,5.6
"Player(name='Cooki%C3%AB', tag='EUNE')",lucian,357549,7,0.429,1.8354,394.7,5.6
"Player(name='Kaichou%20wa%20Maid', tag='EUNE')",missfortune,246326,1,0.0,0.9231,306.0,2.1
"Player(name='LickLilGirslFeet', tag='5721')",riven,562561,104,0.51,1.7692,416.1,6.8
"Player(name='Dobri%20moj', tag='EUNE')",rengar,180451,3,0.33299999999999996,1.5373,422.0,6.0
"Player(name='Elenkii', tag='888')",zed,25973,4,0.75,3.5833,535.6,7.1
"Player(name='matinf', tag='EUNE')",karthus,60790,1,1.0,3.1667,425.6,6.8
"Player(name='Grejn%203%20Tears', tag='3333')",rakan,322725,49,0.653,4.6957,309.4,1.3
"Player(name='Shurima%20Drift', tag='AZIR0')",kayle,121113,15,0.5329999999999999,1.9178,484.3,8.1
"Player(name='Masgen', tag='EUNE')",fiddlesticks,176285,40,0.575,2.8125,395.7,4.1
"Player(name='Knight%20Of%20Wind', tag='EUNE')",gangplank,78741,35,0.5710000000000001,2.1481,541.0,7.5
"Player(name='DeeJoke', tag='1234')",vayne,21925,18,0.667,2.0735,426.0,5.8
"Player(name='Sanru', tag='EUNE')",neeko,171724,23,0.565,2.4805,366.1,2.3
"Player(name='ceegun', tag='19390')",vladimir,242382,17,0.529,2.0588,431.7,6.9
"Player(name='Fat%20Nigerian', tag='EUNE')",diana,67051,3,0.33299999999999996,1.4096,413.7,7.4
"Player(name='Vein%20Gogh', tag='Secs')",vayne,10373,1,1.0,4.0,434.0,7.9
"Player(name='Mindexas', tag='EUNE')",caitlyn,1599931,150,0.5670000000000001,2.2,448.3,6.9
"Player(name='Dr%20CipiCao', tag='DRMS')",morgana,25715,1,1.0,2.3333,293.0,1.6
"Player(name='The%20Frost%20Undead', tag='EUNE')",karma,7971,3,0.33299999999999996,2.2766,343.0,6.2
"Player(name='Dobri%20moj', tag='EUNE')",rengar,180451,3,0.33299999999999996,1.5373,422.0,6.0
"Player(name='WIKI%20CAFFETTERIA', tag='4200')",mordekaiser,15478,6,0.667,2.1642,424.2,6.0
"Player(name='Baltic%20Votka', tag='EUNE')",missfortune,75421,1,0.0,1.2857,322.9,6.0
"Player(name='YouGuyzSoClownz', tag='7742')",janna,412214,37,0.568,4.0217,326.3,1.2
"Player(name='WinstonyZielone', tag='EUNE')",chogath,11098,1,0.0,0.5,380.6,7.1
"Player(name='NeathrylHGG', tag='EUNE')",shaco,1780,5,0.2,1.6981,409.8,4.7
"Player(name='Dobri%20moj', tag='EUNE')",ekko,92635,2,0.5,1.9412,391.9,5.5
"Player(name='Aioros', tag='EUNE')",hwei,15223,13,0.462,2.0899,389.2,4.1
"Player(name='LeiiTo', tag='EUNE')",pyke,20040,3,0.33299999999999996,2.6988,403.3,1.1
"Player(name='Dizasterz', tag='EUNE')",mordekaiser,44095,1,1.0,10.0,554.2,8.2
"Player(name='TEEMO%20TITTONEN', tag='EUNE')",nocturne,14157,3,0.33299999999999996,2.6167,440.0,6.3
"Player(name='FadeRoey', tag='EUNE')",veigar,430507,38,0.395,1.7703,423.3,6.8
"Player(name='Robo', tag='9898')",missfortune,62218,28,0.643,3.2143,444.6,6.2
"Player(name='Night%20Walker', tag='EUNE')",sona,114634,21,0.524,2.6379,297.8,1.1
"Player(name='Henry%20Morgan', tag='1678')",teemo,365,1,0.0,1.6667,378.8,4.7
"Player(name='Mary%20Poppyn', tag='EUNE')",poppy,296150,55,0.545,3.2766,360.1,4.3
"Player(name='Caran99BIGES', tag='EUNE')",gangplank,9584,7,0.429,2.4578,532.9,7.0
"Player(name='eune%20stomper', tag='EUNE')",swain,558,1,0.0,1.8,330.7,3.3
"Player(name='me%20nooob', tag='EUNE')",galio,4784,3,0.33299999999999996,1.7909,342.7,1.8
"Player(name='sugma12', tag='EUNE')",warwick,20332,3,0.667,2.253,372.5,4.8
"Player(name='Dobri%20moj', tag='EUNE')",ekko,92635,2,0.5,1.9412,391.9,5.5
"Player(name='SatiranoPile', tag='BRAT')",twistedfate,18711,14,0.429,2.2353,490.4,6.3
"Player(name='Lucky%20Luc', tag='EUNE')",lucian,1389823,96,0.583,2.7857,449.1,7.1
"Player(name='Cipsztyk', tag='EUNE')",twitch,58956,14,0.643,2.1558,390.6,2.7
"Player(name='GonisukiNabosaka', tag='EUNE1')",jax,7660,2,0.0,1.1429,336.6,5.0
"Player(name='Dobri%20moj', tag='EUNE')",kayn,79716,3,0.667,2.2743,473.5,5.5
"Player(name='SatiranoPile', tag='BRAT')",syndra,8835,1,0.0,1.2727,346.6,6.2
"Player(name='BAGIS', tag='opatL')",draven,238180,86,0.523,1.8706,477.4,6.4
"Player(name='Akali%20Edger', tag='AKALI')",maokai,42168,47,0.574,2.6111,318.2,1.5
"Player(name='Big%20Daddy%20Gengar', tag='EUNE')",gwen,24792,2,1.0,4.1,548.3,8.2
"Player(name='Leviyetaur', tag='EUNE')",khazix,27255,3,0.667,2.3,451.8,5.7
"Player(name='widerix01', tag='EUNE')",zed,132781,2,1.0,5.0,571.7,7.5
"Player(name='MistyOo', tag='EUNE')",tristana,67539,1,1.0,2.2,427.4,4.7
"Player(name='Team%20Diff', tag='lol')",nautilus,13323,3,0.667,2.0482,294.3,1.0
"Player(name='D4rkbloodHD', tag='EUNE')",mordekaiser,28365,5,0.6,2.2973,427.1,6.1
"Player(name='Dobri%20moj', tag='EUNE')",kayn,79716,3,0.667,2.2743,473.5,5.5
"Player(name='%C5%A0i%C4%87', tag='EUNE')",ekko,48571,2,0.5,1.8261,413.2,5.0
"Player(name='AestheticBoy', tag='Kitty')",jhin,53005,1,1.0,2.0909,420.8,6.0
"Player(name='StinkyCandy', tag='EUNE')",hwei,3797,5,0.4,1.2778,335.9,3.7
"Player(name='Top%20Loneliness', tag='2137')",swain,78532,27,0.48100000000000004,2.7231,364.1,5.2
"Player(name='trippie', tag='KOKS')",graves,51112,3,0.0,2.3778,439.8,6.7
"Player(name='TH3ODOR', tag='EUNE')",syndra,103802,1,0.0,1.4,432.0,6.5
"Player(name='mrakuba%20007', tag='EUNE')",caitlyn,137479,1,0.0,2.0,396.9,4.6
"Player(name='chwa%C5%82a%20audi', tag='2137')",ashe,36263,1,0.0,3.25,343.4,2.0
"Player(name='Matchabubbletea', tag='2731')",aatrox,112198,15,0.8,4.0571,421.9,6.4
"Player(name='Hoczrik', tag='EUNE')",ornn,174585,4,0.75,2.2667,339.0,5.1
"Player(name='Sad%20Frog', tag='EUNE')",nasus,14558,2,0.5,3.2857,411.6,6.5
"Player(name='FlixIsTheName', tag='EUNE')",aatrox,35728,1,1.0,4.5,522.0,8.0
"Player(name='Peter%20%20Kutka', tag='GOAT')",ksante,59600,2,0.5,2.2,351.3,6.4
"Player(name='RainbowX', tag='EUNE')",nidalee,326076,9,0.33299999999999996,2.2,416.7,5.7
"Player(name='big%20EGO%20guy', tag='9999')",trundle,18293,3,0.667,2.1579,532.6,8.2
"Player(name='TVVULECAR', tag='EUNE')",yone,138011,3,0.667,0.7527,388.0,7.3
"Player(name='Dobri%20moj', tag='EUNE')",kayn,79716,3,0.667,2.2743,473.5,5.5
"Player(name='OgurXD', tag='XDDDD')",xerath,28884,11,0.636,4.1702,403.1,4.8
"Player(name='CLEVER%20MONKEY', tag='EUNE')",caitlyn,78140,3,0.33299999999999996,1.7634,425.7,7.3
"Player(name='TaziCz', tag='EUNE')",senna,202153,9,0.33299999999999996,2.4815,362.9,1.3
"Player(name='Mati', tag='3940')",ksante,61758,3,0.0,1.8,317.2,5.0
"Player(name='zerons', tag='000')",gwen,13082,6,0.5,2.4528,444.2,6.8
"Player(name='More%20Sparkles', tag='h3at')",shaco,185658,23,0.609,2.6835,401.4,3.9
"Player(name='Vulevu23', tag='EUNE')",vex,46583,18,0.5,2.5294,391.3,5.7
"Player(name='Erlich%20Bachmann', tag='EUNE')",caitlyn,142778,5,0.8,3.2727,473.5,6.8
"Player(name='ZiziiR', tag='EUNE')",morgana,63750,15,0.5329999999999999,2.1075,366.8,2.0
"Player(name='kon%20don%20peng', tag='NIKER')",karma,6305,4,0.5,2.0429,409.7,6.1
"Player(name='T1%20Keria', tag='EUT1')",kayn,22606,1,0.0,0.9286,362.6,5.7
"Player(name='OMGSHEIS9', tag='JWCB')",hwei,15567,14,0.28600000000000003,1.3152,368.2,5.6
"Player(name='VenoOoM', tag='6969')",jinx,35352,1,0.0,2.6,530.3,6.7
"Player(name='Brycek', tag='EUNE')",brand,34489,1,0.0,2.375,304.3,2.0
"Player(name='takimura57', tag='EUNE')",yone,25654,24,0.542,1.4615,452.0,7.9
"Player(name='Master%20Yi', tag='LTU')",masteryi,507051,80,0.512,1.8642,466.5,6.2
"Player(name='Vulevu23', tag='EUNE')",zed,36654,2,0.5,2.2143,389.4,4.9
"Player(name='paidopsixologos', tag='EUNE')",samira,611181,38,0.526,1.7188,487.8,6.3
"Player(name='Mental%20vs%20Me', tag='EUNE')",soraka,30033,5,0.2,1.8919,275.0,1.0
"Player(name='Kemmem', tag='EUNE')",pantheon,34316,1,1.0,2.6667,443.5,4.8
"Player(name='Drop%20Database', tag='EUNE')",lillia,8964,10,0.7,4.9778,454.6,5.8
"Player(name='%C5%9Aaik%C3%B8', tag='EUNE')",akali,134010,7,1.0,3.0633,473.4,5.2
"Player(name='G%CE%A3T%20CANC%CE%A3R', tag='EUNE')",draven,105386,11,0.364,2.6061,488.4,6.1
"Player(name='DEM%C2%BAN', tag='EUNE')",pyke,17870,2,1.0,1.7692,381.1,1.2
"Player(name='AssassinSara', tag='SDZN')",katarina,260747,14,0.5,2.1538,489.5,5.5
"Player(name='Kingx', tag='EGY')",rengar,348709,23,0.696,2.5349,524.4,6.5
"Player(name='SpartanPlayer', tag='EUNE')",yasuo,652968,24,0.708,2.3276,422.4,7.2
"Player(name='Vulevu23', tag='EUNE')",lucian,27675,3,0.667,4.1,408.1,5.8
"Player(name='MummymusPrime', tag='EUNE')",lulu,75778,15,0.5329999999999999,3.3125,298.4,0.8
"Player(name='MichiZy', tag='EUNE')",tryndamere,144618,51,0.529,2.2623,457.4,7.4
"Player(name='BIACKprinceSS', tag='EUNE')",zac,100100,8,0.5,4.1471,401.5,6.0
"Player(name='IWillWinTheLane', tag='EUNE')",jayce,536,1,0.0,0.0,211.4,2.9
"Player(name='Mastnyprst2', tag='EUNE')",missfortune,25604,13,0.769,2.5694,502.2,6.8
"Player(name='LondonBridge', tag='EUNE')",blitzcrank,239,1,0.0,0.5,258.3,1.9
"Player(name='tkwx', tag='GEJ')",kayle,10380,1,0.0,1.8,441.2,5.7
"Player(name='M%C5%82ody%20Mowgli', tag='higa')",khazix,9142,3,0.33299999999999996,1.4182,452.1,5.3
"Player(name='chrisx', tag='8086')",akali,28932,3,0.667,1.6552,405.7,5.9
"Player(name='Seksi%20Djokovic', tag='EUNE')",ezreal,114966,2,0.5,2.0455,408.3,6.2
"Player(name='adc%20di%C6%92%C6%92%20victim', tag='UWU')",thresh,206767,24,0.583,2.6282,296.8,1.0
"Player(name='CallMeP%CE%B1pa', tag='3531')",volibear,7312,8,0.5,1.303,386.5,6.4
"Player(name='GetSummerZodiac', tag='8974')",brand,14145,11,0.636,3.1148,434.6,6.2
"Player(name='Vulevu23', tag='EUNE')",zed,36654,2,0.5,2.2143,389.4,4.9
"Player(name='REBORNED', tag='7944')",lucian,188837,12,0.5,2.1786,450.1,6.1
"Player(name='paulii94', tag='EUNE')",nami,71789,8,0.75,4.25,309.3,1.0
"Player(name='Shloton', tag='EUNE')",fiora,58762,3,0.667,2.5135,467.2,7.7
"Player(name='GetSummerZodiac', tag='8974')",brand,14145,11,0.636,3.1148,434.6,6.2
"Player(name='Vulevu23', tag='EUNE')",vladimir,26278,1,0.0,1.0,331.8,6.1
"Player(name='Kaynmonster', tag='EUNE')",jinx,31586,3,0.33299999999999996,1.8738,437.2,5.7
"Player(name='MDeveloper', tag='EUNE')",leona,214515,1,0.0,0.8333,268.8,1.4
"Player(name='OHMYLORD', tag='EZEZ')",riven,22211,1,1.0,0.375,293.9,4.8
"Player(name='Reformedthistime', tag='EUNE')",diana,47061,23,0.478,2.7451,441.1,6.9
"Player(name='%C4%B1l%C4%B1l%C4%B1%C4%B1l%C4%B1l%C4%B1', tag='EUNE')",annie,86086,15,0.8,2.8545,471.6,6.9
"Player(name='Romanticar', tag='EUNE')",missfortune,44837,37,0.649,2.7407,418.6,6.1
"Player(name='kuba', tag='WAGMI')",senna,5717,1,1.0,7.3333,403.9,1.6
"Player(name='MajkeloMu%C5%BCynitto', tag='EUNE')",veigar,13642,3,0.33299999999999996,1.7875,384.4,6.1
"Player(name='Vulevu23', tag='EUNE')",jarvaniv,6541,1,0.0,2.0,285.1,4.3
"Player(name='bodrumi', tag='EUNE')",mordekaiser,9405,1,0.0,1.0,294.6,4.7
"Player(name='dzophos', tag='0602')",seraphine,12997,1,0.0,1.25,373.2,6.5
"Player(name='KouveGr', tag='EUNE')",senna,21096,1,0.0,1.2857,342.4,1.3
"Player(name='Nul%C3%A8k', tag='MEFA')",tahmkench,45332,51,0.667,2.3235,426.2,5.4
"Player(name='Mono%20Trust', tag='EUNE')",shaco,12556,1,1.0,1.5,359.5,5.6
"Player(name='RPzBPanzeSchreck', tag='EUNE')",xerath,34075,1,1.0,2.75,454.4,5.9
"Player(name='lEncoreI', tag='EUNE')",missfortune,36952,14,0.643,3.1094,486.7,6.7
"Player(name='Ciureja', tag='EUNE')",nautilus,66789,1,1.0,7.5,308.3,0.9
"Player(name='Dandi%20Riven', tag='1889')",riven,343743,48,0.43799999999999994,2.1972,447.1,6.6
"Player(name='BRIAR', tag='B666')",shaco,667745,10,0.6,4.1111,369.9,4.8
"Player(name='svejekei', tag='EUNE')",fizz,286276,2,0.5,1.6,368.2,6.1
"Player(name='riki1591', tag='EUNE')",tahmkench,21725,2,0.5,3.0,383.3,5.0
"Player(name='P0weR45', tag='EUNE')",senna,96225,27,0.7040000000000001,3.2174,404.2,1.8
"Player(name='FENOMEN14', tag='EUNE')",sion,5831,1,1.0,3.1429,414.8,5.6
"Player(name='GutBrokenCandle', tag='xpp')",xinzhao,23546,10,0.7,2.0548,399.9,5.6
"Player(name='Vulevu23', tag='EUNE')",lissandra,20446,3,0.33299999999999996,1.8767,350.3,5.3
"Player(name='Nnlockvoup', tag='EUNE')",missfortune,149084,14,0.5710000000000001,3.7115,498.5,6.8
"Player(name='Son%20of%20Mistakes', tag='EUNE')",karma,260084,5,0.4,3.5417,299.1,1.1
"Player(name='SRB%20Boske', tag='1389')",kayle,78653,21,0.5710000000000001,1.5652,438.4,7.4
"Player(name='Babo00', tag='EUNE')",leesin,607876,19,0.632,2.6491,395.4,5.6
"Player(name='Vulevu23', tag='EUNE')",quinn,37616,13,0.6920000000000001,2.597,433.4,5.3
"Player(name='FENOMEN14', tag='EUNE')",missfortune,66230,5,0.2,2.1667,425.1,7.2
"Player(name='BataMilojka', tag='EUNE')",thresh,540792,62,0.5479999999999999,2.8889,340.9,1.1
"Player(name='Raku', tag='9639')",malphite,65170,2,1.0,4.5,464.0,7.6
"Player(name='Maderka', tag='EUNE')",khazix,279704,43,0.721,4.0,477.7,6.4
"Player(name='rollas%20kebab', tag='997')",syndra,96216,1,1.0,3.75,470.6,6.4
"Player(name='yuza', tag='0802')",ezreal,60674,2,1.0,9.25,580.4,8.6
"Player(name='%C4%82DCMyDog', tag='EUNE')",pyke,5268,1,1.0,2.6667,352.8,1.1
"Player(name='DrogiraniPingvin', tag='2999')",teemo,122247,5,0.6,1.84,439.2,7.2
"Player(name='Alfhedil', tag='9648')",rengar,20643,28,0.607,3.0588,493.9,7.4
"Player(name='ShockGalaxy', tag='EUNE')",twistedfate,54728,23,0.609,3.359,466.2,7.4
"Player(name='FENOMEN14', tag='EUNE')",missfortune,66230,5,0.2,2.1667,425.1,7.2
"Player(name='Vulevu23', tag='EUNE')",malphite,31505,4,0.75,3.52,368.3,4.4
"Player(name='PRISHALEC', tag='EUNE')",yorick,42914,27,0.667,2.2195,451.9,7.8
"Player(name='Meli%C3%B8r', tag='EUNE')",nocturne,90103,83,0.59,2.9245,397.6,5.6
"Player(name='viornera', tag='EUNE')",ahri,57814,1,1.0,10.0,437.1,7.5
"Player(name='Seravel', tag='EUNE')",tristana,44698,14,0.5710000000000001,1.6047,465.6,6.6
"Player(name='Kohoutiz', tag='EUNE')",thresh,49194,16,0.563,3.1875,288.2,1.2
"Player(name='Mongolian%20goat%20', tag='EUNE')",sett,21426,1,0.0,1.1667,318.8,6.0
"Player(name='spiriak808hypno', tag='1999')",ekko,43905,6,0.5,1.8125,422.9,5.8
"Player(name='Vulevu23', tag='EUNE')",diana,182556,9,0.444,2.4054,418.5,5.9
"Player(name='FENOMEN14', tag='EUNE')",missfortune,66230,5,0.2,2.1667,425.1,7.2
"Player(name='NAF', tag='EUNE')",kogmaw,12781,2,0.5,2.5263,428.7,3.4
"Player(name='MATA', tag='1206')",kayle,29038,9,0.778,2.1449,411.3,6.6
"Player(name='T1%20SiN', tag='EUNE')",jarvaniv,82668,25,0.64,3.0423,376.2,4.9
"Player(name='bzbzbzbz17', tag='NO1')",viktor,5960,2,0.5,2.9091,433.6,6.1
"Player(name='Marwolaeth', tag='EUNE')",caitlyn,286624,4,0.75,4.3721,485.0,7.0
"Player(name='step%20bro', tag='help2')",soraka,65540,17,0.706,2.7183,291.3,1.1
"Player(name='Hejholacz', tag='EUNE')",trundle,17411,4,0.75,1.2133,464.7,7.0
"Player(name='TerrorSquad', tag='EUNE')",amumu,142220,12,0.667,2.7925,384.4,6.1
"Player(name='P%C3%A8acefulWand%C3%A8rer', tag='EUNE')",yone,152877,11,0.727,1.9067,476.1,7.3
"Player(name='corrupted%20Lama', tag='EUNE')",twitch,69000,2,0.5,2.625,336.0,5.1
"Player(name='Vulevu23', tag='EUNE')",xerath,154942,4,0.25,2.4167,374.5,3.3
"Player(name='P%C5%82ocki%20Amonra', tag='EUNE')",chogath,10664,1,0.0,1.8333,361.7,5.9
"Player(name='LumberJack', tag='7139')",khazix,119301,1,0.0,1.4444,435.2,5.7
"Player(name='China%20numba%20one', tag='4792')",fizz,36069,3,0.33299999999999996,3.2558,469.0,6.6
"Player(name='BatoBato', tag='EUNE')",missfortune,107918,11,0.273,1.5789,397.7,6.0
"Player(name='RZYT%20W%20OGNIU', tag='6464')",sona,18554,2,0.0,1.6667,256.0,0.5
"Player(name='Bartlo2115Pl', tag='EUNE')",darius,2902,2,0.0,0.7368,392.9,5.7
"Player(name='ItzLekko', tag='TIME')",evelynn,13100,2,0.5,1.8,383.4,6.0
"Player(name='Xsioo', tag='EUNE')",syndra,197847,54,0.593,2.6102,472.2,7.6
"Player(name='G%C3%A5HjemOgSov', tag='ille')",varus,30698,1,0.0,1.0833,404.3,5.5
"Player(name='WX%200829151', tag='EUNE')",ashe,70587,3,0.33299999999999996,1.5929,342.3,2.6
"Player(name='Vulevu23', tag='EUNE')",quinn,37616,13,0.6920000000000001,2.597,433.4,5.3
"Player(name='Santte', tag='FIN')",nocturne,46330,1,1.0,5.4,602.9,8.0
"Player(name='TerrorSquad', tag='EUNE')",lux,747712,19,0.526,2.6271,420.5,6.6
"Player(name='Travis%20Kolob%C4%9B%C5%BEka', tag='EUNE')",missfortune,43981,28,0.7859999999999999,2.5769,498.2,6.3
"Player(name='Picyos', tag='55555')",senna,39879,4,1.0,4.6909,382.2,1.3
"Player(name='dymansko%20pl', tag='EUNE')",darius,38069,1,0.0,0.0,276.0,5.8
"Player(name='Mordo%20Mi%C5%9B%20Adi%C5%9B', tag='VODKA')",amumu,50204,4,0.75,2.381,335.9,4.4
"Player(name='Hlgh%20Roller', tag='EUNE')",neeko,1286,2,0.5,0.9333,325.5,6.3
"Player(name='messi%20u%20lolu', tag='EUNE')",jhin,26022,1,0.0,0.6667,380.6,6.6
"Player(name='Mimoza%20OOO', tag='DJMIL')",xerath,130860,31,0.613,4.32,405.5,1.9
"Player(name='blzz', tag='7777')",trundle,10707,9,0.33299999999999996,1.697,423.3,6.3
"Player(name='Nikczemna%20Morda', tag='888')",fiddlesticks,246276,79,0.557,3.1034,412.5,6.2
"Player(name='Vulevu23', tag='EUNE')",quinn,37616,13,0.6920000000000001,2.597,433.4,5.3
"Player(name='FENOMEN14', tag='EUNE')",missfortune,66230,5,0.2,2.1667,425.1,7.2
"Player(name='Tom%20Coch', tag='0001')",tahmkench,81191,8,0.625,3.878,352.7,2.2
"Player(name='MRBossman69', tag='EUNE')",darius,167068,6,0.667,1.6029,447.1,7.0
"Player(name='Dexinin', tag='EUNE')",malphite,121477,9,0.667,3.4865,361.2,5.2
"Player(name='zc32s', tag='DAWG')",graves,31801,1,0.0,5.0,503.9,8.4
"Player(name='CR7IU', tag='EUNE')",akali,216272,6,0.5,2.1233,394.0,4.7
"Player(name='Agano', tag='EUNE')",vayne,155972,1,0.0,5.0,477.5,9.0
"Player(name='MNEBojan', tag='8969')",blitzcrank,13589,5,0.4,3.5429,302.2,1.1
"Player(name='Seprigorth', tag='EUNE')",trundle,9846,7,0.857,2.9057,463.1,6.4
"Player(name='Dreadlord1233', tag='EUNE')",warwick,99935,21,0.619,2.7015,435.5,5.8
"Player(name='DontDropTheSoup', tag='EUNE')",ezreal,145293,4,0.75,2.3833,463.0,6.8
"Player(name='Vulevu23', tag='EUNE')",veigar,172032,2,1.0,1.4667,412.2,6.4
"Player(name='Prezes%20Kaczafi', tag='EUNE')",teemo,43679,11,0.727,2.0541,307.1,2.1
"Player(name='lubiegracwcs', tag='EUNE')",varus,120144,8,0.625,1.5333,435.9,6.4
"Player(name='vyll%C3%ADz%20mi%20ri%C5%A5', tag='EUNE')",belveth,1951,1,0.0,1.0833,379.9,5.8
"Player(name='JulekBoss', tag='2137')",syndra,29061,1,0.0,2.0,458.2,6.3
"Player(name='Krzywy69', tag='EUNE')",jhin,682246,86,0.465,2.3085,518.9,6.5
"Player(name='Lagaa17', tag='EUNE')",lux,1024288,60,0.45,2.3895,354.1,1.5
"Player(name='SmrudSiura', tag='SIUR')",teemo,82347,1,1.0,2.1667,524.2,7.4
"Player(name='TerrorSquad', tag='EUNE')",amumu,142220,12,0.667,2.7925,384.4,6.1
"Player(name='Vulevu23', tag='EUNE')",quinn,37616,13,0.6920000000000001,2.597,433.4,5.3
"Player(name='Bavel', tag='EUNE')",yasuo,5945,1,1.0,3.4286,572.6,5.9
"Player(name='GumArdiolios', tag='9713')",senna,40409,3,0.33299999999999996,2.7273,436.8,2.1
"Player(name='%C5%98%C3%ADkej%20mi%20Kar', tag='EUNE')",mordekaiser,41339,4,0.25,1.3,378.5,5.3
"Player(name='BIG%20BOSS%20BEZEL%20', tag='EUNE')",briar,56807,54,0.667,2.2323,482.6,5.6
"Player(name='Sleplees', tag='EUNE')",veigar,738062,8,0.625,2.7407,441.5,6.9
"Player(name='DigitalStinger', tag='Felix')",jhin,24101,12,0.33299999999999996,1.7182,422.8,5.3
"Player(name='Vulevu23', tag='EUNE')",anivia,22835,1,0.0,1.1,288.4,2.0
"Player(name='walking%20misery', tag='UwU')",tahmkench,27628,1,1.0,2.0,378.8,6.2
"Player(name='Divlji%20Kanarinac', tag='HRV')",gwen,12582,6,0.5,2.6349,404.0,6.1
"Player(name='PlayB0y%20Penguin', tag='EUNE')",zed,286636,1,1.0,5.1429,560.4,6.5
"Player(name='Tumble%20Pew%20Pew', tag='EUNE')",lucian,296533,2,1.0,2.1429,478.0,7.1
"Player(name='Letsnukepoland', tag='6969')",milio,3792,6,0.5,3.8923,304.9,0.8
"Player(name='%C5%98%C3%ADkej%20mi%20Kar', tag='EUNE')",chogath,22877,7,0.5710000000000001,2.2754,486.3,6.3
"Player(name='wasddd', tag='EUNE')",belveth,5924,2,0.5,2.2381,496.7,6.6
"Player(name='I%20WANT%20TO%20EAT', tag='EUNE')",katarina,320969,15,0.667,3.7755,440.6,5.1
"Player(name='Truck%20Sama', tag='8008')",lucian,92797,3,0.667,1.3592,371.8,6.2
"Player(name='NiciodataFaraFes', tag='EUNE')",anivia,2060852,63,0.603,2.9167,352.0,2.2
"Player(name='Vulevu23', tag='EUNE')",trundle,10609,4,0.25,1.9434,389.5,6.4
"Player(name='sergik', tag='8976')",karthus,7943,1,0.0,1.4706,394.6,4.3
"Player(name='mytah', tag='EUNE')",yasuo,1143,1,0.0,3.1429,432.7,7.0
"Player(name='%C5%A0%C3%B8%C5%82%C3%B8%20%C5%81%C3%AAv%C3%AA%C5%82ing', tag='EUNE')",kaisa,445490,105,0.505,2.0411,445.5,6.5
"Player(name='TojePar%C3%A1da', tag='EUNE')",thresh,455620,36,0.583,2.8088,312.3,1.3
"Player(name='dying%20is%20living', tag='EUNE')",teemo,152713,2,1.0,2.9091,418.4,7.1
"Player(name='Best%20Hooker', tag='EUNE')",brand,198182,27,0.667,3.3667,464.1,6.1
"Player(name='FENOMEN14', tag='EUNE')",vex,2707,1,1.0,5.25,556.1,6.9
"Player(name='Vulevu23', tag='EUNE')",jinx,8569,2,0.5,2.6923,434.4,5.9
"Player(name='Reliablent', tag='EUNE')",ashe,38543,3,1.0,2.1111,340.3,1.0
"Player(name='Who%20Fed%20Yone', tag='EUNE')",ezreal,6433,1,0.0,0.5455,323.7,5.3
"Player(name='Szympasty', tag='SIMON')",ekko,13419,7,0.5710000000000001,2.1791,421.6,6.1
"Player(name='NowaksAbuser', tag='7762')",syndra,6393,3,0.33299999999999996,0.7216,354.9,5.6
"Player(name='KOYRAMPIELAS', tag='EUNE')",vayne,41759,1,0.0,1.6,541.0,7.6
"Player(name='Hemera', tag='EUNE')",lulu,516619,32,0.43799999999999994,2.8545,268.2,0.9
"Player(name='Kerat%C3%ADv%20Erik', tag='EUNE')",malphite,31654,7,0.5710000000000001,4.1852,362.0,6.2
"Player(name='barrel%20destroyer', tag='EUNE')",kayn,69016,5,0.6,1.6,374.6,5.9
"Player(name='ciasna%20natalka', tag='999')",yasuo,143633,3,0.0,0.3814,328.5,6.0
"Player(name='Kayn22cm', tag='EUNE')",lucian,101138,6,0.667,2.2917,429.4,6.2
"Player(name='%C3%90ark%20Syndrome', tag='EUNE')",morgana,39798,6,0.5,3.775,324.9,1.2
"Player(name='xalfex', tag='xal')",teemo,309876,57,0.579,2.3409,403.0,7.2
"Player(name='BlindMonk', tag='911')",leesin,38249,15,0.467,2.2687,399.9,5.6
"Player(name='adc%20style', tag='EUNE')",katarina,82256,8,0.875,3.8219,524.7,6.2
